"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
" RN7SKP19 ",0.31963333333333,10.7992166666667,4.22733917238328,0.00175981247199789,0.00680085380282787,-2.16008390391454
" TMEM210 ",-0.522036666666666,4.844535,-4.22719606965977,0.00176021060731947,0.00680126469243949,-2.16032123183236
" RNA5SP343 ",0.317329999999998,8.814775,4.2269265209207,0.00176096079415793,0.00680188741117421,-2.16076826976047
" COX17 ",-0.317399999999997,8.18515,-4.22689658283403,0.00176104413627884,0.00680188741117421,-2.16081792162506
" MTIF2 ",-0.392059999999999,9.29551333333333,-4.22682361333143,0.00176124728735729,0.00680188741117421,-2.16093894086948
" BOP1 ",0.383566666666669,10.97905,4.22560999652921,0.00176462968756281,0.00681382109476912,-2.16295180175165
" OR10H5 ",0.511663333333333,8.36765166666667,4.22528939403867,0.00176552436288733,0.0068161464843159,-2.16348356935354
" BEX1 ",0.363633333333334,11.0608166666667,4.22310803883366,0.00177162437519665,0.00683856398024317,-2.16710198569379
" ANKRD60 ",0.311833333333334,10.3382166666667,4.22283022539906,0.00177240285512067,0.00684043605634996,-2.16756285936442
" ALOX5 ",-0.357113333333333,8.06542333333333,-4.22255135536612,0.00177318465846436,0.00684232033689219,-2.16802549465974
" C5orf34 ",-0.314866666666667,11.3131,-4.22231679289607,0.00177384252841629,0.00684262267736072,-2.16841463213687
" RNA5SP279 ",0.36676666666667,10.96215,4.2223140641844,0.00177385018306146,0.00684262267736072,-2.1684191590869
" TNAP ",-0.278899999999998,10.5525833333333,-4.22155082213515,0.00177599261486158,0.0068497534129702,-2.1696854156331
" MIR181B1 ",0.474066666666668,7.46478333333333,4.2213892465237,0.00177644650973379,0.00685037041733379,-2.16995348607992
" SUMO1P1 ",-0.288666666666668,11.9887,-4.22055703538992,0.00177878627766021,0.00685820222071986,-2.1713342562172
" ZNF616 ",-0.355949999999999,6.517385,-4.22045763036793,0.00177906597273232,0.00685820222071986,-2.17149919014405
" DUSP5P1 ",0.371236666666666,6.48686166666667,4.21978604919944,0.00178095680994867,0.00686435594004858,-2.17261351446218
" DBT ",0.391206666666665,9.30058333333333,4.21949749269166,0.00178176989147614,0.00686635430896732,-2.17309231893341
" CDC14C ",0.366390000000001,8.60738833333333,4.21934495662148,0.00178219985881619,0.00686687586533789,-2.17334542724766
" RNU6-448P ",0.369906666666669,8.24070666666667,4.21816284910155,0.00178553568326166,0.00687689923468974,-2.17530702792506
" RNU6-299P ",0.564393333333334,6.62188333333333,4.21815336712692,0.00178556246731907,0.00687689923468974,-2.17532276304485
" PAG1 ",0.40117666666667,9.45044833333333,4.21800842610054,0.00178597193989953,0.00687689923468974,-2.17556329062538
" VNN1 ",0.316536666666668,9.410485,4.21800503877786,0.00178598151060098,0.00687689923468974,-2.17556891186781
" H3F3AP5 ",-0.279666666666666,10.1997,-4.21779338071279,0.00178657964652688,0.00687806604255072,-2.17592015977892
" TMEM234 ",-0.297963333333334,9.54047166666667,-4.21741663207875,0.00178764484323413,0.00688041585124215,-2.17654538907992
" CLEC10A ",-0.282153333333333,6.94165666666667,-4.21736869479069,0.00178778042627204,0.00688041585124215,-2.17662494406193
" RNU6-868P ",0.351560000000001,8.09639,4.21689544974461,0.00178911950684462,0.00688443261450017,-2.17741033829481
" ZBTB8OSP2 ",0.386466666666669,10.8324666666667,4.21662806131664,0.00178987656880385,0.00688620884600715,-2.17785410549098
" CACNA1B ",-0.347223333333332,9.66836166666667,-4.21635344172288,0.0017906544559733,0.00688732188611673,-2.17830988219592
" PSTK ",-0.467546666666667,8.75154333333333,-4.21631729164267,0.0017907568811888,0.00688732188611673,-2.17836987987699
" DENND2C ",0.302603333333335,6.75422833333333,4.21586091090617,0.00179205049098703,0.00689116000551638,-2.17912734002361
" CHMP4B ",-0.345666666666668,10.3562666666667,-4.21433805074779,0.00179637416453886,0.00690664675897511,-2.18165501811028
" FAAH2 ",-0.35802,5.36564333333333,-4.21395711947339,0.00179745741498842,0.00690967177488623,-2.18228733749646
" SLC35C2 ",0.41863666666667,8.50320833333333,4.21320536018227,0.00179959720580142,0.00691675660877535,-2.18353525362988
" COX7A1 ",0.310530000000004,10.1248683333333,4.21267790182061,0.0018011001540035,0.00692139180368666,-2.18441086957717
" C1orf43 ",0.291863333333335,10.0762016666667,4.21202708695207,0.00180295641950549,0.00692738299858465,-2.18549130878837
" SPAG8 ",0.321299999999999,10.91455,4.21179011112202,0.0018036328267386,0.00692852441497128,-2.18588473203979
" GPRC5A ",0.452413333333333,6.76878333333333,4.21171473366887,0.00180384803492709,0.00692852441497128,-2.1860098737361
" IFNA21 ",-0.312436666666668,6.62500166666667,-4.21135770812143,0.00180486773691431,0.00693129878798184,-2.18660261648521
" RPL38 ",0.347703333333335,8.89792833333333,4.2111711484613,0.00180540081228777,0.00693220374497382,-2.18691235321983
" NDUFB1P1 ",-0.323566666666665,7.22801333333333,-4.21102661131557,0.00180581392664754,0.00693264786499328,-2.18715232453437
" UGT2B4 ",-0.36393333333333,10.7903,-4.20990585707412,0.00180902063628346,0.00694245345448543,-2.18901316397409
" TDP2 ",-0.334623333333335,9.17473833333333,-4.20972401827979,0.00180954148023097,0.00694245345448543,-2.18931509257439
" MAP10 ",-0.306966666666666,6.95807,-4.20972151072577,0.00180954866376511,0.00694245345448543,-2.18931925619093
" RNU6-1298P ",0.488,6.84244666666667,4.20971770613594,0.00180955956304968,0.00694245345448543,-2.18932557344527
" SNAPC5 ",-0.391826666666666,7.01741333333333,-4.20798587030492,0.00181452806932012,0.00696036960362806,-2.19220133457114
" CDC37L1 ",-0.388143333333334,6.07114166666667,-4.20787074620344,0.0018148588608678,0.006960492919244,-2.1923925132868
" REG1P ",-0.336779999999999,8.67199333333333,-4.20751846456513,0.00181587148324238,0.00696323077655976,-2.1929775325597
" RNU5E-7P ",-0.3429,12.12015,-4.20612671311018,0.00181987785486746,0.00697685599674358,-2.19528889214029
" NUP210 ",-0.384933333333336,10.3973333333333,-4.20607622752849,0.00182002336037246,0.00697685599674358,-2.19537274046904
" ENSAP3 ",0.315033333333337,10.7619833333333,4.20596801487522,0.00182033528352691,0.00697690420213151,-2.19555246502768
" RNA5SP49 ",0.570116666666668,3.97080833333333,4.20542348124647,0.00182190575781311,0.00698177532018252,-2.19645687154666
" GLTP ",-0.443263333333333,7.94724833333333,-4.20484070258026,0.00182358811534553,0.00698707351707353,-2.1974248355264
" SUMO1 ",-0.341036666666666,8.615835,-4.20442702807671,0.00182478329863777,0.00699050367214833,-2.19811194976886
" OR5AP2 ",0.426640000000004,9.56627,4.20387521439666,0.00182637887698677,0.0069954663082877,-2.19902854342079
" UPP1 ",-0.294166666666664,10.6322166666667,-4.20349090720973,0.00182749097596819,0.00699857577668267,-2.19966691955068
" CNTNAP3B ",-0.277933333333335,11.1514333333333,-4.20321526505905,0.0018282890620756,0.00699985424709259,-2.20012480142846
" MGC4294 ",-0.472776666666668,9.02026166666667,-4.2031681619562,0.00182842547973998,0.00699985424709259,-2.20020304741692
" TBC1D10A ",-0.341773333333333,7.3107,-4.20290518859677,0.00182918728722653,0.00700162064434042,-2.20063989392834
" STAG1 ",-0.319326666666667,6.47019,-4.20245942829135,0.00183047937424,0.0070054158908722,-2.20138040049562
" SLC25A37 ",0.391070000000001,9.94019833333333,4.20219328336083,0.00183125128411489,0.00700721945146374,-2.20182253679284
" RNU6-509P ",-0.374886666666663,9.08226,-4.20080595005724,0.00183528057524938,0.00702122318967688,-2.20412738879665
" RNU6-311P ",0.348369999999999,9.72415166666667,4.20072585310548,0.00183551348928224,0.00702122318967688,-2.20426046479865
" ZNF649 ",0.341893333333333,9.74480666666667,4.20062105026199,0.00183581829264866,0.00702123678154946,-2.20443458915885
" BTF3P11 ",0.347796666666666,8.367265,4.200330029863,0.00183666496156674,0.00702332243793865,-2.20491811056226
" C16orf91 ",0.615109999999998,8.22909166666667,4.19914434953047,0.00184011872985718,0.00703537520288406,-2.20688817999824
" SPON1 ",-0.288549999999999,9.07585833333333,-4.19830183114076,0.00184257706014135,0.00704361875360251,-2.20828816384054
" SFXN3 ",-0.450823333333333,8.006235,-4.1975407453727,0.00184480075830223,0.00705096281957199,-2.20955290228263
" ATAD5 ",-0.315973333333334,10.1554466666667,-4.19441496927642,0.00185396317262836,0.00708482040735352,-2.21474785808117
" LILRP2 ",0.347626666666666,3.40204666666667,4.19330551871309,0.00185722676140428,0.00709612854558189,-2.21659199795267
" TRIM49C ",0.601823333333336,10.226955,4.19158767500691,0.0018622919616981,0.00711431548128138,-2.21944768647616
" RN7SL408P ",-0.303203333333336,10.046165,-4.1908563927555,0.00186445262060842,0.00712140236455597,-2.22066344678448
" WDR31 ",-0.333439999999998,7.6707,-4.18931904521883,0.00186900350977797,0.00713742029426942,-2.22321948925334
" FAM160B2 ",-0.335853333333327,9.95710666666667,-4.18923294172579,0.00186925874098857,0.00713742029426942,-2.22336265543496
" CRAMP1L ",-0.337686666666668,7.79613,-4.18877597843448,0.00187061390340054,0.00714142477421071,-2.22412247224611
" SPC24 ",0.517760000000003,7.24672333333333,4.18864463025737,0.00187100361874294,0.00714174276810378,-2.22434087605344
" PLA2G6 ",0.293099999999997,10.1354166666667,4.18779612249435,0.00187352323728886,0.00714941280743762,-2.22575180858226
" ZFP82 ",0.625763333333335,10.2579516666667,4.18776136479651,0.00187362652541421,0.00714941280743762,-2.22580960677932
" RABEP2 ",0.295300000000001,11.8744166666667,4.18715747406908,0.00187542204225399,0.00715509273838825,-2.22681383158839
" ADAMTS3 ",-0.323260000000004,7.53791,-4.18679698329922,0.0018764947345433,0.0071580135479543,-2.22741331997035
" TDRKH ",-0.404133333333331,10.2172666666667,-4.18643678238722,0.00187756720986789,0.00716093257411078,-2.22801234078948
" KRI1 ",-0.418029999999998,9.15209166666667,-4.18629069216839,0.0018780023682343,0.00716142035282017,-2.22825529566247
" RPP21 ",-0.292266666666666,11.5143,-4.18510970301022,0.0018815240792364,0.00717367605345375,-2.23021942321069
" ITM2A ",0.321693333333333,6.35786666666667,4.18433234508804,0.00188384595735573,0.00718135389729962,-2.23151234804355
" CATSPER2P1 ",0.311066666666665,8.3492,4.1839781371453,0.00188490493622427,0.00718326976482326,-2.23210149954381
" SHQ1 ",-0.442173333333335,8.25655666666667,-4.18395807295897,0.00188496494107603,0.00718326976482326,-2.23213487257717
" RN7SL551P ",0.368476666666668,8.912235,4.18300809598534,0.00188780828880434,0.00719292917887246,-2.23371503343423
" IFNA6 ",-0.358193333333334,10.26767,-4.18249252847049,0.00188935330944389,0.00719763935652318,-2.23457265372623
" LRP10 ",-0.31614333333333,4.859555,-4.18164297693845,0.00189190209880085,0.00720504769941219,-2.23598590389363
" CRIP1 ",0.304216666666667,9.31830166666667,4.18163826517863,0.00189191624492224,0.00720504769941219,-2.23599374224738
" NEDD8 ",-0.528846666666665,6.12183333333333,-4.1809846772484,0.00189387959262166,0.00721134645731629,-2.23708105702039
" SRSF9 ",-0.288466666666666,11.6394333333333,-4.18049125669913,0.00189536322652022,0.00721581684425137,-2.23790194733996
" CASP6 ",0.351900000000001,11.2045166666667,4.17849008766994,0.00190139297230822,0.00723759039777685,-2.24123151493534
" RPS6P6 ",0.388966666666667,12.58495,4.17808987097124,0.00190260129237354,0.0072410072373204,-2.24189745333662
" LAT2 ",-0.400833333333333,8.74015666666667,-4.17725040816569,0.00190513839670122,0.007249479283578,-2.24329433064269
" S100A7A ",-0.288533333333332,11.4848333333333,-4.17669923726614,0.00190680613540565,0.00725464097255948,-2.24421152887997
" TGFBR3 ",0.419453333333333,8.77393,4.17591950074485,0.00190916809703921,0.00726244178842711,-2.24550913852102
" FLII ",0.355053333333336,9.49226,4.1746955605339,0.00191288184765123,0.00727536049583369,-2.24754611196114
" JAKMIP3 ",-0.304349999999999,10.0021916666667,-4.17459460749313,0.00191318850469664,0.00727536049583369,-2.24771413302092
" HCN1 ",0.768150000000004,9.838065,4.17445882379458,0.00191360104571982,0.00727574218149949,-2.24794012622012
" HLA-DRB5 ",-0.347323333333335,5.313475,-4.17008642507685,0.00192693556679959,0.00732524665721709,-2.2552184703983
" TTYH1 ",-0.295400000000001,11.5524,-4.1676122617693,0.00193452434988609,0.00735289612243887,-2.25933792684765
" FAM71E1 ",0.361066666666664,12.2501666666667,4.16721778964912,0.00193573718533808,0.00735630630664841,-2.25999478134097
" WDR26 ",-0.315703333333335,10.082315,-4.16467459879359,0.00194357567041945,0.00738489047122042,-2.26422998278493
" POU6F2 ",0.32737666666667,8.648085,4.16263178910409,0.00194989611042286,0.00740769823074581,-2.26763241069841
" KIF17 ",0.285986666666668,8.70140666666667,4.16201374611265,0.00195181259282344,0.00741377055100001,-2.26866189068844
" C3AR1 ",0.314570000000003,10.1435816666667,4.16112387430637,0.00195457547030311,0.00742305531796555,-2.27014423231527
" CAMKK2 ",-0.363173333333332,9.07801,-4.16046767403429,0.00195661548111577,0.00742959221543911,-2.27123738149949
" ZCCHC6 ",0.295116666666665,9.44618166666667,4.16021463084555,0.00195740274651318,0.00743137087685009,-2.27165893307345
" TAS2R5 ",0.297226666666667,7.44927333333333,4.15951842458947,0.00195957049790467,0.00743838918479872,-2.27281879846189
" ALDH1B1 ",-0.310496666666667,8.552355,-4.15916454165456,0.00196067333873356,0.00744136354109479,-2.27340838062058
" SRFBP1 ",0.316100000000002,10.8204833333333,4.15848002464522,0.00196280842252805,0.00744825397327602,-2.27454885052545
" CDS2 ",0.33961,8.19873833333333,4.15537745305935,0.00197251641973966,0.00748387436022665,-2.27971867257332
" PTP4A1 ",-0.372223333333333,7.129535,-4.15430863206895,0.00197587247362033,0.00749538732790836,-2.28149989599898
" RPA2 ",-0.290586666666668,7.23472333333333,-4.15393495341421,0.00197704722692585,0.00749833775753763,-2.28212267264826
" BDH2P1 ",0.2828,11.0786666666667,4.1538478353884,0.00197732121013754,0.00749833775753763,-2.28226786663674
" RNU1-130P ",-0.348863333333333,6.945985,-4.15367439869646,0.00197786678160612,0.00749833775753763,-2.28255692484874
" HMBS ",0.335770000000004,9.98834833333333,4.15365204079092,0.00197793712332524,0.00749833775753763,-2.28259418788536
" SRRM4 ",-0.283766666666668,10.33575,-4.15334912247663,0.00197889041472098,0.00750073164675588,-2.28309905525374
" ZCCHC14 ",-0.339213333333332,7.75435,-4.15299264266009,0.00198001288502873,0.00750376590428692,-2.28369320529066
" RNU6-1088P ",0.499296666666668,8.08461166666667,4.15225410397857,0.00198234050122157,0.00751108235523349,-2.28492418262485
" MIR184 ",0.440543333333333,7.80411166666667,4.15217562598255,0.00198258800572345,0.00751108235523349,-2.28505499124697
" DDIT4L ",-0.298046666666664,9.86409333333333,-4.15127997189708,0.00198541503170111,0.00752057015177275,-2.2865479323381
" SLC23A1 ",0.392940000000003,8.33221333333333,4.15085741873158,0.00198675024363323,0.00752429213170155,-2.28725230503904
" LINC00087 ",-0.502573333333334,7.68497666666667,-4.15076471714869,0.00198704329474506,0.00752429213170155,-2.28740683605187
" ARPP19 ",-0.341776666666668,8.27090166666667,-4.15043153656456,0.00198809693123035,0.00752705899548178,-2.28796224677
" TARP ",0.378406666666667,8.74355666666667,4.14834579062856,0.00199470618627674,0.00755085546265257,-2.29143945289654
" RNASE8 ",0.442353333333333,9.83328333333333,4.14823907014448,0.00199504498059965,0.00755091155616044,-2.29161738242727
" RPL10L ",0.313120000000001,8.32696333333333,4.14640953998784,0.00200086242714314,0.00757170004699222,-2.29466785670025
" GIMAP6 ",0.30350666666667,7.30099333333333,4.14617862606045,0.00200159794347686,0.00757325377737258,-2.29505289791879
" EGFR ",-0.31383,6.92268166666667,-4.14525258082134,0.00200455048037924,0.00758319396951776,-2.29659710571914
" MED27 ",0.323033333333335,11.53305,4.14475243322353,0.00200614702164478,0.00758800205022312,-2.29743115553122
" MS4A10 ",0.397649999999995,9.89090833333333,4.14273009535931,0.00201261626722418,0.00761123597926237,-2.30080389915196
" VASP ",-0.315613333333332,9.57921,-4.14239215788464,0.00201369943287689,0.00761409680111318,-2.30136753611034
" HNRNPA1 ",-0.335176666666665,7.65775166666667,-4.13934766026679,0.00202348543925582,0.00764985809127908,-2.30644593362394
" RGR ",0.310599999999999,10.8435,4.13917364447358,0.00202404629265266,0.00765073742180596,-2.30673623246869
" RN7SL222P ",-0.370176666666666,8.326885,-4.13866231192135,0.00202569526578143,0.00765572880810245,-2.30758927323036
" OR7E37P ",-0.308143333333332,7.217405,-4.1380132903266,0.00202779030241626,0.00766240411452914,-2.30867205742809
" COPB2 ",-0.430149999999999,10.1596583333333,-4.1376389075256,0.00202899984411638,0.00766573178259368,-2.30929667346128
" TEX13A ",0.376276666666669,6.155655,4.137129187529,0.0020306478487871,0.0076707146534329,-2.31014710902388
" SPA17 ",-0.376766666666667,10.85815,-4.13669760049502,0.00203204433864918,0.00767474597324526,-2.31086720674749
" UCMA ",-0.371133333333331,11.2504333333333,-4.13551801993999,0.00203586627592508,0.0076867959085512,-2.31283542575949
" RNA5SP167 ",0.274016666666668,8.84183833333333,4.13550934373031,0.00203589441556127,0.0076867959085512,-2.31284990322848
" MGAT4C ",0.308313333333333,9.31750333333333,4.13448896495566,0.00203920667640984,0.00769805474685522,-2.31455260485757
" MTCH2 ",0.272740000000001,9.97243,4.13409507703877,0.00204048679617024,0.00770163979892142,-2.31520991412978
" CCNB3 ",-0.324773333333335,7.01431333333333,-4.13396395528211,0.00204091312414842,0.00770200164904911,-2.31542873022725
" SNORD50A ",-0.308799999999996,10.7628666666667,-4.13325059921928,0.00204323416568866,0.00770951249792871,-2.31661921208282
" EPC1 ",-0.402046666666669,8.61038666666667,-4.13309704300481,0.00204373415366368,0.00771015084484291,-2.31687548106835
" DBX1 ",-0.288866666666667,10.4892666666667,-4.13290607386548,0.00204435613992697,0.00771124915897038,-2.31719419181086
" ZNF773 ",0.336626666666668,7.95774,4.13276103303134,0.00204482867084606,0.00771178346786556,-2.31743625488161
" PPP1R21 ",-0.288933333333333,10.3127333333333,-4.13224948525097,0.00204649616847751,0.00771682352349219,-2.31829001076889
" ZNF19 ",0.368533333333332,11.033,4.13188304313388,0.00204769154324685,0.00772008197969176,-2.31890160765668
" INPP5F ",0.501143333333334,5.33998833333333,4.13172824999971,0.00204819671630611,0.00772073764627958,-2.31915996387726
" TMEM263 ",-0.326686666666667,5.44050666666667,-4.13042466149985,0.00205245623119172,0.00773554291403385,-2.3213358105854
" RNA5SP479 ",0.503556666666669,7.930355,4.12981790976403,0.00205444198877614,0.00774177517096288,-2.32234861527544
" RNU6-551P ",0.371816666666668,4.22027833333333,4.12868118847941,0.00205816765691868,0.00775348038522854,-2.32424616517355
" OR6K3 ",0.415570000000002,8.13511833333333,4.12866720062651,0.00205821354714931,0.00775348038522854,-2.32426951622592
" VARS2 ",-0.27774333333333,9.99516166666667,-4.12856180206051,0.0020585593649676,0.00775352991585326,-2.32444546724341
" ALPK2 ",-0.392443333333334,6.953825,-4.12835080328829,0.00205925184591036,0.0077548849204448,-2.324797709503
" FSD1L ",0.318893333333334,5.94626666666667,4.12744845541802,0.00206221604537876,0.00776479311302793,-2.32630414722416
" C2orf70 ",-0.294406666666665,9.05348666666667,-4.12558499239059,0.00206835171177621,0.00778663759430919,-2.32941541097603
" NANOGP1 ",0.310833333333333,11.0368833333333,4.12527761646938,0.00206936562635699,0.00778919648796874,-2.32992864610756
" HSPB8 ",0.282713333333332,8.60591,4.1249022559328,0.00207060450521731,0.00779260119539799,-2.33055541109414
" TMEM174 ",0.467053333333334,5.64674,4.12284342894383,0.00207741356357784,0.00781696446985932,-2.3339934446793
" CXCL17 ",0.375520000000001,6.96580333333333,4.12236271431587,0.00207900679747654,0.00782161924977621,-2.33479625547134
" GCG ",0.323806666666667,5.76769666666667,4.12226772098781,0.00207932178622789,0.00782161924977621,-2.334954900707
" LGALS3BP ",-0.316523333333332,6.79245833333333,-4.12186227033733,0.00208066678623172,0.00782537328137493,-2.33563204144572
" SPPL2B ",-0.321769999999999,7.18385833333333,-4.12176449501436,0.00208099127292066,0.00782537328137493,-2.33579533808595
" FUT11 ",0.372726666666667,8.82349333333333,4.12107864319121,0.00208326890446802,0.00783267435980581,-2.33694082270286
" SCARF1 ",0.333736666666669,9.814565,4.12075558602168,0.00208434264698749,0.00783544743118345,-2.33748039851447
" IRX5 ",0.335403333333334,8.55860833333333,4.12015936910089,0.00208632581743848,0.00784149235354028,-2.33847624008656
" RNU1-41P ",-0.352186666666665,7.34993333333333,-4.11999842614965,0.00208686149516642,0.00784149235354028,-2.33874506437841
" NPM1 ",0.466309999999998,10.2488116666667,4.11992608926019,0.00208710230624556,0.00784149235354028,-2.33886589016834
" RNU6-1035P ",-0.29008,9.66174666666667,-4.11986777450017,0.00208729645863319,0.00784149235354028,-2.33896329491783
" GJA1P1 ",0.2776,10.7090333333333,4.11939139430328,0.00208888322431008,0.00784618876857294,-2.33975901958228
" CD4 ",0.311476666666668,8.997365,4.118480224392,0.00209192175858694,0.00785633587292715,-2.34128106598501
" PTOV1 ",-0.380419999999997,9.54463,-4.11728000047715,0.00209593131693265,0.00787005004742971,-2.34328609336607
" NDUFA8 ",-0.305733333333334,10.5436666666667,-4.11718506921719,0.00209624879626051,0.00787005004742971,-2.34344468686091
" UBE2V2 ",-0.311123333333335,8.973725,-4.1156716000924,0.00210131714049906,0.0078878077941072,-2.34597324035431
" RRP1B ",0.31925,9.236915,4.11543455505828,0.00210211212987046,0.00788952132220465,-2.3463692938693
" CXorf22 ",-0.279266666666663,10.8629,-4.11425487175832,0.00210607319850963,0.00790226625458707,-2.34834039179889
" MIA-RAB4B ",0.526306666666665,8.73688,4.11419323696199,0.0021062803677696,0.00790226625458707,-2.34844337966115
" RNU6-1142P ",-0.297996666666666,5.40493833333333,-4.11412043843964,0.00210652508858924,0.00790226625458707,-2.34856502193124
" TLR9 ",0.553220000000001,8.40569333333333,4.11373943875026,0.00210780635195046,0.00790501392797541,-2.34920166043158
" COL20A1 ",0.327833333333334,12.09685,4.1137009354319,0.00210793588030923,0.00790501392797541,-2.34926599913192
" RNU6-1264P ",0.32623666666667,9.43347166666667,4.11339171186011,0.00210897643775359,0.00790764379580485,-2.34978271471746
" CDK5 ",-0.380513333333333,5.76869666666667,-4.11208114573908,0.00211339257934756,0.00792292759318859,-2.35197279718717
" TMC8 ",-0.311493333333329,7.53497666666667,-4.11080927078516,0.00211768764651906,0.00793775264995493,-2.35409839893023
" EIF4ENIF1 ",-0.377036666666669,9.082815,-4.11055892448513,0.00211853413614879,0.00793964867522429,-2.35451680679357
" LINC00312 ",-0.306633333333332,10.4726833333333,-4.109575783925,0.00212186184923851,0.0079496378657097,-2.35616001057841
" PER1 ",0.319700000000003,12.03305,4.10948462733625,0.00212217067249293,0.0079496378657097,-2.35631237333172
" LOC439938 ",-0.283333333333331,10.9698666666667,-4.10946924201818,0.00212222280003629,0.0079496378657097,-2.35633808905284
" SMEK3P ",0.425426666666668,6.56024333333333,4.10881522760784,0.00212443993540139,0.00795666424142698,-2.35743126193015
" DIXDC1 ",-0.388600000000002,5.95848,-4.10834641649308,0.00212603072308225,0.00796134287642641,-2.35821489910309
" CARD6 ",-0.315299999999999,8.17809,-4.10783527822737,0.00212776656458366,0.00796656310373518,-2.35906931463464
" MCFD2P1 ",0.330693333333333,9.87198,4.10733301709661,0.00212947371112355,0.00797167423468626,-2.35990891840302
" LINC00638 ",-0.371633333333331,6.92760333333333,-4.10720505392838,0.0021299088782056,0.00797202283994506,-2.36012283207418
" RN7SL561P ",-0.310979999999999,8.70152333333333,-4.10708663786268,0.0021303116615754,0.00797225014392065,-2.36032078758843
" KCNQ3 ",-0.305880000000002,9.02979333333333,-4.10689444445942,0.00213096556356398,0.00797341698346213,-2.36064207947865
" CYP4F12 ",0.628640000000002,7.42898,4.10619879616037,0.00213333414175636,0.00798099820897519,-2.36180503560804
" POM121L12 ",-0.303299999999998,7.41381666666667,-4.10556456259329,0.00213549602502392,0.00798780386057336,-2.36286536615415
" ETNPPL ",0.317820000000001,9.92199,4.10449927055049,0.00213913242463876,0.00800012185832084,-2.36464644970221
" ANP32D ",-0.295066666666669,10.1779,-4.10289131152473,0.00214463356911086,0.00801940872698008,-2.3673350585214
" PIP5KL1 ",-0.355706666666665,8.56056333333333,-4.10195947836094,0.00214782836131859,0.00803006666943412,-2.36889326842418
" LOC100506127 ",0.281003333333333,8.95091166666667,4.10136588106717,0.00214986612033868,0.00803639609731092,-2.36988592908403
" VTRNA3-1P ",-0.288200000000003,12.8013333333333,-4.10051156977149,0.00215280245336692,0.00804608190837442,-2.37131464231199
" FAM86FP ",-0.304133333333333,11.8523,-4.10033709396671,0.00215340265845649,0.00804703475399157,-2.37160643764821
" SIAE ",-0.300920000000001,7.765,-4.10008634806412,0.00215426554451106,0.00804896874734199,-2.37202579364376
" PCYT1B ",0.346100000000003,10.6350166666667,4.09974631481253,0.00215543627395923,0.00805205212969512,-2.37259448753298
" OR4B1 ",0.371133333333335,8.68727333333333,4.09943669314144,0.00215650287876206,0.00805474560822231,-2.37311232980185
" GSTCD ",0.364890000000001,9.21387166666667,4.09927658657772,0.00215705464192737,0.0080555155486943,-2.37338011204183
" MTHFD1 ",0.310020000000002,9.04957,4.09862435308598,0.00215930391966233,0.00806262359108779,-2.37447101707402
" POLR3E ",0.274500000000003,13.3252833333333,4.09841014306818,0.00216004317742617,0.00806409199683993,-2.37482930781627
" KCNJ4 ",0.292466666666668,11.6282666666667,4.09828264450089,0.00216048331262862,0.00806444339645022,-2.37504256606079
" ZNF275 ",-0.344379999999999,7.2324,-4.09809277084975,0.00216113894639086,0.00806559894692262,-2.37536015809898
" HTR3D ",0.45907,7.971315,4.09692215643585,0.00216518570211156,0.00807940812665933,-2.37731827014826
" TRIM49D2P ",-0.342806666666664,6.42723666666667,-4.09652968402329,0.00216654424261238,0.00808318339403982,-2.37797479982466
" GALNT8 ",-0.339249999999998,9.072235,-4.09620293728022,0.00216767595790607,0.0080847439651194,-2.37852139577266
" PDE6B ",0.285433333333332,10.2429833333333,4.09617802392959,0.0021677622729281,0.0080847439651194,-2.37856307235784
" FAM136A ",-0.281779999999999,9.45777,-4.09610849989226,0.00216800316565823,0.0080847439651194,-2.37867937679196
" KPNA4 ",-0.461686666666666,6.89105666666667,-4.09514990882043,0.00217132744371983,0.00809584526168262,-2.38028302400207
" RNU6-325P ",0.366719999999998,6.79524333333333,4.09442138975853,0.00217385744413065,0.00810398199781719,-2.38150184410364
" FAM71F1 ",-0.402523333333333,8.47030833333333,-4.09357919661855,0.00217678607515093,0.00811247666700808,-2.3829109122868
" RN7SKP258 ",-0.338446666666666,9.33339333333333,-4.09356592971453,0.00217683224247945,0.00811247666700808,-2.38293310966427
" MSLNL ",0.273119999999999,8.35833,4.09284874747855,0.00217932948846756,0.00812048479419881,-2.38413308315431
" TMEM251 ",-0.352476666666666,8.99595833333333,-4.09273027918429,0.00217974228774687,0.00812072466440478,-2.38433130693527
" RND3 ",0.476783333333334,8.53802166666667,4.09009873719143,0.00218893304519169,0.00815252856858086,-2.3887348446222
" AMICA1 ",-0.291566666666668,10.7916833333333,-4.09007203233694,0.00218902652143967,0.00815252856858086,-2.38877953542306
" DNAJB13 ",0.373900000000001,7.21808333333333,4.08998580672642,0.00218932836962061,0.00815252856858086,-2.38892383522984
" OGDHL ",-0.272633333333333,11.9244166666667,-4.08900678832572,0.00219275866953876,0.0081639978132492,-2.39056229183754
" ITPKC ",-0.370443333333332,5.34178833333333,-4.08794729787216,0.00219647729601471,0.00817653670950565,-2.39233553828634
" NSDHL ",0.400470000000002,6.785405,4.08782324545742,0.00219691313172091,0.00817685313973478,-2.39254316990978
" ID3 ",-0.333723333333337,9.60480833333333,-4.08737469374832,0.00219848979584251,0.0081814149244294,-2.39329394290096
