"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
" PTPLAD1 ",-0.135796666666666,8.359505,-1.7686033175638,0.107462707567044,0.190859196718078,-6.28321398223884
" RN7SL834P ",-0.17188,8.76541333333333,-1.76856591382005,0.107469223368024,0.190859196718078,-6.28326926796578
" PFKFB1 ",-0.13322333333333,10.1124216666667,-1.76855337557545,0.107471407634104,0.190859196718078,-6.28328780035835
" RN7SL610P ",0.140613333333333,6.37674333333333,1.76848133418782,0.107483958626917,0.190866942759433,-6.28339428118292
" C16orf95 ",0.195716666666668,4.88430833333333,1.76842103961558,0.107494464128669,0.190871055572672,-6.2834833978793
" PDLIM3 ",-0.13919,6.27988166666667,-1.76836782351248,0.107503737083907,0.190872979371876,-6.28356205112668
" LRP5 ",-0.154293333333331,7.62055666666667,-1.76803206204777,0.10756226068854,0.190962340788224,-6.28405827713091
" SUN5 ",-0.164020000000001,6.83914333333333,-1.76752973937498,0.107649870461925,0.191103323242905,-6.28480057417975
" PIP4K2C ",-0.181036666666666,8.65844166666667,-1.76728977761107,0.107691745048293,0.191163099911695,-6.28515513390295
" C11orf85 ",0.157463333333334,4.27874833333333,1.76711054352073,0.107723032046636,0.19120407493039,-6.28541994798626
" RHBDL1 ",-0.140429999999999,8.28440166666667,-1.76675866714535,0.107784479539989,0.191298573304791,-6.28593979611914
" C7orf66 ",0.124666666666668,13.3388333333333,1.76659700537672,0.107812720957851,0.191334126807631,-6.2861786106446
" LCNL1 ",-0.118533333333335,10.0948,-1.76633284749122,0.107858882430101,0.191401475011297,-6.28656881278528
" NXPH3 ",-0.163123333333331,8.90319166666667,-1.76534520499448,0.108031632514962,0.191693434261607,-6.28802744365594
" FAM111A ",-0.198206666666666,4.26087666666667,-1.7652095581307,0.108055378448783,0.19172097331804,-6.28822774467684
" AGO1 ",0.143443333333336,5.172515,1.76509879571301,0.108074771721762,0.19174078591148,-6.28839129446283
" ADRBK1 ",0.126300000000001,10.93195,1.76494634334122,0.10810146964346,0.191773554040198,-6.28861639410369
" GLRX2 ",0.148966666666669,6.37180666666667,1.7644869490175,0.108181956600417,0.191889431356473,-6.28929463950786
" RNU2-8P ",-0.173306666666666,6.83721666666667,-1.76447953980314,0.108183255160426,0.191889431356473,-6.28930557764438
" SERINC2 ",-0.150669999999995,7.23803833333333,-1.76439686781886,0.108197745453494,0.19190052912903,-6.28942762369779
" TRDMT1 ",-0.129066666666668,6.88758,-1.76421345285968,0.108229899752961,0.19193938705048,-6.28969838275551
" SUZ12P1 ",0.168799999999999,7.38519333333333,1.76417794881292,0.108236124941196,0.19193938705048,-6.28975079249433
" CAMK4 ",-0.140006666666667,5.94046666666667,-1.7637567198299,0.108310007105973,0.192055792423836,-6.29037255274567
" IMPA1P ",0.146346666666668,3.26020333333333,1.7634639674502,0.10836138202505,0.192127389750632,-6.29080462772871
" GINS1 ",-0.171263333333332,5.59595833333333,-1.76343269603477,0.108366871140079,0.192127389750632,-6.29085077917695
" HNRNPA1P60 ",0.126800000000006,11.1653666666667,1.76322913275239,0.108402609092511,0.192176132206522,-6.29115119450954
" ATP1A2 ",-0.120916666666668,9.55418166666667,-1.76276020189515,0.10848497642944,0.192298550196991,-6.29184316579901
" ZC3H12D ",-0.168819999999999,7.86392333333333,-1.76274206150542,0.108488163922437,0.192298550196991,-6.2918699324751
" RPL31P28 ",-0.147433333333332,8.32094333333333,-1.76265298637781,0.108503816775541,0.19231166977852,-6.29200136333905
" LRRC8D ",-0.17702,7.78998666666667,-1.76252852363592,0.108525691620951,0.192335814357046,-6.29218500300244
" UQCRFS1 ",-0.188336666666665,6.93688166666667,-1.76230888636355,0.108564303609128,0.192389615588348,-6.29250905219726
" FCAMR ",0.195183333333333,7.68954833333333,1.76221266512509,0.108581223146499,0.192404969807303,-6.29265100875117
" ZNF865 ",-0.123493333333331,8.98503666666667,-1.76194049784019,0.10862909406335,0.192475163093698,-6.29305251899345
" OR7E125P ",-0.20742,6.96498666666667,-1.76175158163632,0.108662333455056,0.192519422716609,-6.29333119534984
" TAF11 ",0.169753333333334,7.12379666666667,1.76169226688654,0.108672771670369,0.192523281340931,-6.29341868920894
" TAS2R60 ",-0.163869999999997,7.08126833333333,-1.76161679032352,0.108686055366607,0.192532180012884,-6.29353002076316
" DHRS12 ",-0.228076666666666,5.73131833333333,-1.7613354483492,0.10873558394914,0.192605278545569,-6.29394499163928
" RN7SL213P ",0.132289999999999,9.041435,1.76115016917432,0.108768212498042,0.192648432912217,-6.2942182538129
" RNA28S5 ",0.216343333333333,6.31638833333333,1.76096878278198,0.108800164166911,0.192670645912914,-6.29448576003901
" RN7SL861P ",-0.151293333333333,5.38240333333333,-1.76096412137706,0.108800985398012,0.192670645912914,-6.29449263442612
" ASS1 ",0.136566666666667,10.1962833333333,1.76093819139475,0.108805553760921,0.192670645912914,-6.29453087438312
" FUS ",0.162996666666668,9.78495833333333,1.76069948198012,0.108847617983115,0.192730489427368,-6.29488289459249
" STH ",-0.140966666666667,5.88636333333333,-1.76048780784524,0.108884930595161,0.19278191107425,-6.29519502543913
" RBP2 ",-0.147193333333332,7.05187,-1.76025418795479,0.108926125222358,0.192840197535701,-6.29553949423049
" INPP4B ",0.129713333333335,9.76446333333333,1.75995064094734,0.10897967147591,0.192920340505015,-6.29598703358291
" MS4A8 ",0.143333333333334,5.77330333333333,1.75989567226284,0.108989370622255,0.192922857225859,-6.29606807320179
" KRT15 ",-0.169559999999999,6.71621,-1.7597816690829,0.10900948883286,0.19294381502335,-6.29623614237449
" RGS12 ",0.134169999999997,8.75012166666667,1.75852445408548,0.109231575200953,0.19332222060966,-6.29808921201034
" OR9H1P ",0.125979999999998,8.53578333333333,1.75844688271363,0.109245291656841,0.19333181569066,-6.29820352538592
" KLF4 ",-0.153996666666666,8.903845,-1.75833111790579,0.109265764539683,0.193353365281784,-6.29837411774689
" TSPAN3 ",-0.142526666666665,6.87172,-1.75820406226388,0.109288238223949,0.193378451889279,-6.298561341614
" INMT ",-0.120533333333332,11.1895333333333,-1.75782105463664,0.109356010382704,0.193483681317065,-6.29912568254281
" MRI1 ",0.279646666666665,8.67921333333333,1.75777245632802,0.109364612462145,0.193484213045029,-6.2991972848866
" SPECC1 ",0.126516666666667,8.57480166666667,1.75607032549774,0.109666285594982,0.194003196839639,-6.30170446290006
" CD28 ",-0.196960000000001,4.42644333333333,-1.75546082630927,0.109774493170162,0.194179881019807,-6.302601922416
" GPR141 ",-0.201579999999999,3.76440333333333,-1.75528512959361,0.109805703601887,0.194201499721252,-6.30286059726373
" RNU6-664P ",0.436216666666665,5.28864166666667,1.75527900139737,0.1098067923491,0.194201499721252,-6.30286961944125
" HEMGN ",-0.312466666666667,8.69431666666667,-1.75525131264019,0.10981171171006,0.194201499721252,-6.30291038373868
" ABCB7 ",-0.158536666666667,7.22458166666667,-1.75500775883897,0.109854991689882,0.194263299796364,-6.3032689370376
" CXCL6 ",-0.1189,5.47816333333333,-1.75466889964777,0.109915233499084,0.194355082858899,-6.30376775270867
" TMEM41A ",-0.264396666666666,5.84563166666667,-1.75452405726989,0.109940992519204,0.194385883222963,-6.30398095158051
" LEPRE1 ",-0.160513333333332,8.28694,-1.7543132935864,0.109978484931834,0.194437423068061,-6.30429116588853
" PCDH9 ",-0.198023333333333,7.52381833333333,-1.75340429461486,0.110140318902406,0.194708769164015,-6.30562885843164
" C12orf76 ",0.118340000000003,9.09247666666667,1.75331699769644,0.110155872263427,0.19472149524791,-6.30575730624716
" LMLN ",-0.138293333333332,6.84007333333333,-1.75301034476371,0.110210523326638,0.194779005024566,-6.30620848555535
" XK ",-0.138166666666667,5.55390666666667,-1.7529994370098,0.110212467739588,0.194779005024566,-6.30622453339644
" SUSD5 ",0.191403333333337,7.911895,1.75299377297236,0.110213477421546,0.194779005024566,-6.30623286649112
" SLC28A3 ",0.123833333333335,10.03755,1.75241525892129,0.110316648850196,0.194946556581357,-6.30708391809366
" TRIT1 ",0.190046666666666,6.38507333333333,1.75236368500148,0.110325850747589,0.19494803664701,-6.30715978124658
" UBL4B ",-0.170546666666667,8.6813,-1.75177437720945,0.110431045626765,0.195107689571995,-6.30802654545255
" RNA5SP228 ",0.119923333333336,9.239435,1.75172431237607,0.110439986703791,0.195107689571995,-6.30810017458473
" RNU6-649P ",-0.174273333333334,5.17437,-1.75167281404018,0.110449184478423,0.195107689571995,-6.30817591077372
" KIAA0100 ",0.150689999999999,8.182575,1.75167000022151,0.110449687055945,0.195107689571995,-6.30818004889107
" ROCK2 ",-0.127183333333334,6.76811833333333,-1.75143168697202,0.110492259866044,0.195159931561079,-6.30853050939512
" NF1P3 ",-0.146463333333334,7.291895,-1.75141071012765,0.110496007932381,0.195159931561079,-6.30856135647481
" RNU6-68P ",-0.16604,5.79896666666667,-1.75126549765797,0.110521957146638,0.195190971828195,-6.30877489041677
" SNORA29 ",0.121316666666667,9.231265,1.75092416170923,0.110582975156552,0.195283937109696,-6.30927678572416
" LINC00221 ",-0.160963333333332,7.70821166666667,-1.75073880297231,0.110616123177868,0.195327675044062,-6.30954931277956
" SMOC2 ",0.182293333333332,5.93934333333333,1.75058896401935,0.110642925753661,0.195360202313681,-6.30976960507156
" THSD7B ",-0.144033333333335,10.1916833333333,-1.75048509636768,0.110661508645207,0.195378212407684,-6.3099223047903
" TCEB1 ",-0.116399999999995,11.2296,-1.75017843166621,0.110716390416539,0.195460302335879,-6.31037311606496
" MFSD4 ",-0.145433333333333,7.63700333333333,-1.75009335615872,0.110731620216688,0.195471498144499,-6.31049817358457
" RNU6-841P ",-0.129936666666665,6.177015,-1.75003843945744,0.110741452149082,0.195471498144499,-6.31057889718282
" RPS16P9 ",0.299876666666669,6.46736166666667,1.75000246839632,0.11074789260729,0.195471498144499,-6.31063177132702
" SEC11C ",-0.146223333333334,4.979635,-1.74967415325091,0.110806691747024,0.195560469827948,-6.31111433774212
" CTSC ",0.120189999999997,8.41659166666667,1.74955452311812,0.110828123807411,0.195583484635371,-6.311290161409
" NOP2 ",0.134933333333336,10.1674333333333,1.74940445599917,0.110855014076617,0.195616127580536,-6.31151071014399
" RNU6-495P ",-0.225463333333332,6.84008833333333,-1.74913790741192,0.110902791117054,0.195685619847466,-6.31190242318317
" TMEM5 ",-0.121899999999998,10.1952833333333,-1.74887685285075,0.110949601574237,0.195753396206718,-6.31228603169977
" NDE1 ",-0.15382,7.25237333333333,-1.74872167194605,0.110977436046173,0.195778013033028,-6.31251404903164
" DSCR3 ",-0.199366666666665,4.91471333333333,-1.74870540661113,0.110980353893353,0.195778013033028,-6.31253794811876
" SIGLEC27P ",0.113866666666667,13.5464,1.74846782631461,0.111022981517399,0.195838388725196,-6.31288701771305
" C10orf107 ",0.1242,10.7404666666667,1.74814280027173,0.111081323175011,0.195922853478694,-6.31336452800537
" SLC9A1 ",0.156690000000001,6.98558833333333,1.74809044292799,0.111090723846297,0.195922853478694,-6.31344144412022
" ATP5O ",0.145899999999999,10.2073833333333,1.74806059075787,0.111096084076648,0.195922853478694,-6.31348529822291
" PCED1B ",-0.113989999999998,7.55625166666667,-1.74763704809482,0.11117216042658,0.196029261783965,-6.31410745756449
" EPO ",-0.151370000000001,7.59160166666667,-1.74763102112036,0.111173243328633,0.196029261783965,-6.31411631025984
" CTAGE3P ",0.170560000000002,9.53053333333333,1.74712268033389,0.111264614504601,0.196175532964576,-6.3148629261524
" CXorf21 ",-0.163636666666665,5.47571833333333,-1.74689043741673,0.11130638152011,0.196234329356218,-6.31520399019329
" OR6C70 ",-0.133539999999999,6.28774666666667,-1.7466728169911,0.111345531757373,0.196288503794652,-6.31552355831029
" TBC1D20 ",0.158286666666665,8.59671,1.7459380686378,0.111477806744204,0.196506825123821,-6.31660235491643
" RTN3 ",-0.116499999999998,13.2241833333333,-1.74585024202068,0.111493627530994,0.196519850023812,-6.31673129050406
" SULT1A1 ",-0.247896666666666,7.04460833333333,-1.74576156422745,0.111509603720121,0.196531956051718,-6.31686147218338
" INTS10 ",-0.131416666666663,7.326625,-1.74571851401244,0.111517360397476,0.196531956051718,-6.31692466993346
" C5AR2 ",0.258136666666669,5.03465166666667,1.74533001424015,0.111587381516486,0.196640488507844,-6.31749495047363
" TMEM190 ",-0.113696666666666,6.25076166666667,-1.7451928180158,0.111612118592928,0.1966692105576,-6.31769632531253
" FMO8P ",0.205286666666667,4.36229,1.74453377748999,0.111731016081943,0.196863833672653,-6.318663539205
" PRDM7 ",-0.214659999999999,6.20535333333333,-1.74397287944281,0.111832298510037,0.197018174565024,-6.31948656534421
" RFX5 ",-0.12647,7.52724833333333,-1.74395505014655,0.111835519350207,0.197018174565024,-6.31951272461268
" TIMD4 ",-0.153803333333331,7.37823166666667,-1.7433829188404,0.111938919000796,0.19718542703889,-6.32035208416301
" ZNF354B ",0.124286666666666,8.44527,1.74326123177618,0.111960922374725,0.197209281876339,-6.32053058932275
" HIF3A ",-0.132623333333334,6.60083833333333,-1.74310498472374,0.111989180635537,0.197231517255167,-6.32075978149172
" OR2N1P ",-0.163116666666665,7.90545833333333,-1.74309785278499,0.111990470646367,0.197231517255167,-6.32077024276909
" MAP3K8 ",0.183823333333335,7.14529833333333,1.74292209954272,0.112022264815527,0.197272604915412,-6.32102803411542
" TRGV9 ",-0.120699999999998,10.2168833333333,-1.74280357298774,0.112043711182609,0.19729546513547,-6.32120187868944
" RNU6-215P ",-0.121436666666667,6.75299833333333,-1.74268711610674,0.112064786699547,0.197317668928484,-6.32137268151501
" PIGG ",-0.18807,5.301605,-1.74233126933909,0.112129207610714,0.197416183848233,-6.32189455062885
" RNU6-1126P ",0.132880000000004,9.12246666666667,1.74209569039778,0.112171874311421,0.197476386024343,-6.3222400090578
" OR6K4P ",0.196276666666666,6.63035833333333,1.74193434143967,0.112201105429982,0.197512927813942,-6.32247660056346
" VGLL4 ",-0.183889999999999,6.55887166666667,-1.7417523513025,0.112234084369602,0.197556061052965,-6.32274344493136
" AARS2 ",-0.164506666666666,9.40193333333333,-1.74160069523169,0.112261573126591,0.197589524608175,-6.32296580040907
" DCTN2 ",-0.158316666666666,5.620375,-1.74143918152718,0.112290855387688,0.19762613958475,-6.32320259763519
" OR52D1 ",-0.199153333333332,8.03281333333333,-1.74114797676094,0.112343668061907,0.197690991339719,-6.32362950695306
" STIP1 ",-0.198783333333333,4.81983166666667,-1.74114246362449,0.112344668138095,0.197690991339719,-6.32363758890344
" CCDC148-AS1 ",0.178486666666668,7.0715,1.7408258567599,0.112402113827043,0.197777145324391,-6.32410169401711
" RNU4-6P ",0.134013333333334,8.23125333333333,1.74068666941304,0.112427376673045,0.197806663253465,-6.32430571060532
" RLN2 ",-0.157353333333334,8.03408,-1.74041597476986,0.112476523211125,0.197878194933703,-6.32470246169343
" GAD2 ",-0.136966666666669,6.41523666666667,-1.74035145366924,0.112488240360334,0.197883871845294,-6.32479702397316
" RNU6-1156P ",0.139466666666669,10.5065,1.74026852209057,0.112503302516911,0.197895431831068,-6.32491856594812
" MUC4 ",0.130266666666667,11.051,1.74018987536445,0.112517588147333,0.197900885534286,-6.32503382532144
" MZT2B ",0.198576666666668,8.97535166666667,1.74015796431047,0.112523385038845,0.197900885534286,-6.32508059123224
" SPP2 ",-0.177853333333335,5.41300333333333,-1.73995520370586,0.112560224430446,0.197950739515611,-6.32537772787203
" CTU1 ",0.142376666666665,7.681455,1.73965375254977,0.112615015103043,0.198023058706388,-6.32581945698073
" FAM160A2 ",0.209416666666667,4.14298166666667,1.73963546539895,0.112618339689929,0.198023058706388,-6.32584625260146
" FXYD2 ",-0.192013333333333,7.04542666666667,-1.73949091354975,0.11264462222309,0.198054330880625,-6.32605805485774
" ZNF789 ",-0.172473333333333,7.40002666666667,-1.73926870414333,0.112685035397164,0.198110441276435,-6.32638362527764
" TM7SF2 ",0.151476666666666,5.869465,1.73863020323306,0.112801232818392,0.198294884267023,-6.32731900222767
" INO80C ",-0.187486666666667,4.71021666666667,-1.73855857621288,0.112814274639426,0.198294884267023,-6.32742392135827
" SGMS2 ",-0.157083333333333,6.70573833333333,-1.73855201011152,0.112815470261326,0.198294884267023,-6.32743353925627
" CREBL2 ",0.119183333333336,9.43082833333333,1.73844868195552,0.112834286811002,0.198313002239954,-6.32758488978208
" RIMKLB ",-0.242846666666665,9.00623333333333,-1.73826823093249,0.112867154647926,0.198355811595476,-6.32784919496189
" PRR22 ",-0.178730000000001,7.62972833333333,-1.73814466536868,0.112889666236264,0.198370161714598,-6.32803017200917
" NSUN3 ",-0.134826666666666,6.83371666666667,-1.73812997730439,0.112892342428559,0.198370161714598,-6.32805168403858
" SNORD114-6 ",0.409109999999998,7.443725,1.73795264916338,0.112924656495264,0.198411984088589,-6.3283113898483
" ATXN3L ",-0.130533333333331,11.7998,-1.73772042693123,0.112966986497062,0.198471397127018,-6.32865146935541
" C2orf44 ",-0.172863333333331,7.573625,-1.73759496427326,0.112989862122238,0.198496624442828,-6.32883519393861
" C22orf42 ",-0.14336,3.61142666666667,-1.73746512596749,0.113013539995446,0.198523257210873,-6.3290253186545
" RND1 ",-0.182303333333333,6.05950166666667,-1.73729039932835,0.113045411020621,0.19856427723699,-6.32928116223202
" SPDYC ",-0.15528,7.03254,-1.73710544981469,0.113079155654427,0.198608581826506,-6.32955195967618
" ASTN1 ",-0.164129999999998,7.26323166666667,-1.73688863323699,0.113118726199469,0.198663111410672,-6.32986939628085
" NCR3 ",-0.15433,7.016295,-1.7362779359962,0.113230250414027,0.198839495476495,-6.33076339141746
" KRBA2 ",-0.12257,9.68401166666667,-1.73624525215365,0.113236221884391,0.198839495476495,-6.33081123231056
" RNA5SP77 ",0.129166666666668,10.81705,1.7361550559578,0.113252702579972,0.198853453294515,-6.33094325426842
" FLJ37201 ",-0.193336666666664,5.53325833333333,-1.73608718127194,0.113265106115727,0.19885384341766,-6.33104260137073
" AGAP5 ",0.129676666666666,5.27973166666667,1.73606046495824,0.113269988639158,0.19885384341766,-6.33108170504592
" GNRHR ",0.137913333333336,7.54688333333333,1.7359053861164,0.113298333756593,0.198887120505362,-6.3313086818234
" RN7SKP185 ",-0.144633333333333,8.19766,-1.73585741031226,0.113307104020317,0.198887120505362,-6.33137889806016
" ZBED2 ",-0.122066666666667,11.5570666666667,-1.73581671507779,0.113314543836217,0.198887120505362,-6.33143845781574
" COG7 ",-0.175243333333333,5.89279166666667,-1.735722282959,0.113331809425624,0.198902445955047,-6.3315766616336
" RN7SL14P ",-0.157439999999998,8.55328333333333,-1.7356500339647,0.113345020756524,0.198910654225759,-6.33168239716538
" LCOR ",0.136356666666668,9.77297833333333,1.73548668519504,0.113374895602205,0.198948102078044,-6.33192144743662
" RNU7-174P ",0.31613,7.739685,1.73530630509519,0.113407893623541,0.198991024368281,-6.33218540795772
" MBTPS1 ",-0.146259999999999,6.36831666666667,-1.73507546890153,0.113450134618605,0.199050157148135,-6.33252318234349
" ARHGAP10 ",-0.157646666666668,6.33770333333333,-1.734572543985,0.113542214988034,0.199196718458872,-6.33325901115647
" MED23 ",-0.153673333333334,7.06778,-1.73427267720148,0.113597149828431,0.199278095066329,-6.33369769150054
" TIMM44 ",-0.142083333333333,6.40476166666667,-1.73383289084632,0.113677761279442,0.199404499295549,-6.33434098912542
" ABHD17C ",-0.181176666666666,6.18008166666667,-1.73367650586489,0.1137064386815,0.199439792771652,-6.33456972023222
" CDKN2AIP ",0.135593333333335,6.83624666666667,1.73332521038574,0.113770882152319,0.199536658736883,-6.33508349014234
" NEU1 ",-0.152933333333332,7.12001333333333,-1.73328213037743,0.113778787257613,0.199536658736883,-6.33514649084582
" FDPSP2 ",-0.16412,6.30658333333333,-1.73315179786884,0.113802706081826,0.199563589695969,-6.33533708550514
" PRO2949 ",-0.135703333333331,6.417625,-1.73290219941215,0.113848525533131,0.199623307548942,-6.33570206993983
" NDST4 ",0.171876666666668,5.70500166666667,1.73287297975829,0.113853890558548,0.199623307548942,-6.33574479559978
" SMPD1 ",-0.243653333333333,7.39555,-1.73274563224399,0.113877275539134,0.199649289979735,-6.33593100159635
" CNPY4 ",-0.125720000000002,5.83244,-1.73233482833498,0.11395274171762,0.199766570230354,-6.33653162407456
" ZNF641 ",0.154430000000002,7.32631833333333,1.7322432758078,0.113969566442244,0.199781038287409,-6.33666546951182
" RWDD1 ",-0.140733333333332,11.2305333333333,-1.73190779115134,0.1140312381763,0.199874112068513,-6.33715589967211
" EIF2D ",-0.206739999999998,5.51200333333333,-1.73146582708854,0.114112530172481,0.200001559687924,-6.33780190953347
" MEPCE ",-0.126943333333333,5.95213833333333,-1.7309105749466,0.114214734263215,0.200165637376702,-6.33861338479771
" PRPF38A ",0.127796666666668,7.11112166666667,1.73078949384228,0.114237032447776,0.200189662801527,-6.33879032065425
" THEG ",-0.124646666666667,5.95309333333333,-1.730629188609,0.11426656019541,0.2002263527911,-6.33902456451444
" FLJ36000 ",0.167746666666666,4.01989666666667,1.73041375153925,0.114306253983094,0.20027593528568,-6.33933935066817
" RN7SL299P ",-0.25477,7.113825,-1.73038234191463,0.114312042180692,0.20027593528568,-6.33938524312322
" OR4N2 ",-0.17615,7.753015,-1.73017672624238,0.114349939822511,0.200327273560077,-6.33968565615994
" CT47A10 ",-0.143059999999998,7.69888,-1.73010492689065,0.114363176064649,0.200335403573001,-6.33979055347555
" RPL37P2 ",0.194496666666669,6.158075,1.72981894301843,0.114415911129224,0.200412719125869,-6.34020834656996
" BCL9 ",-0.152666666666667,10.538,-1.72944006432908,0.114485809893281,0.20052008500659,-6.34076179228153
" IRF8 ",-0.134973333333332,5.21455,-1.72935072336599,0.114502297924065,0.200533893726794,-6.34089228728109
" TPTEP1 ",-0.169246666666665,6.53271,-1.72926564309181,0.114518001641991,0.200542564536173,-6.34101655557725
" SULT1A2 ",-0.187076666666666,6.15971833333333,-1.72923066863881,0.114524457629745,0.200542564536173,-6.34106763832932
" PRR19 ",0.120333333333337,12.0122666666667,1.7290765425607,0.114552911936155,0.200548545809638,-6.34129274414332
" RNU6-424P ",-0.128356666666667,3.60095166666667,-1.72903707097626,0.114560200097392,0.200548545809638,-6.34135039185438
" CSNK2A3 ",-0.161233333333335,6.24503666666667,-1.72902045962755,0.114563267396534,0.200548545809638,-6.34137465229112
" SNRPN ",-0.148793333333333,5.81871666666667,-1.72901498751771,0.114564277842428,0.200548545809638,-6.34138264413579
" RNU1-95P ",-0.162053333333334,6.19205333333333,-1.72894618717174,0.114576982778575,0.200548545809638,-6.34148312372076
" S100A10 ",0.1441,7.03913333333333,1.72891082367375,0.114583513635791,0.200548545809638,-6.34153476956607
" OR13F1 ",-0.167396666666665,8.15886833333333,-1.72888595835026,0.114588105914401,0.200548545809638,-6.34157108324233
" RNU1-91P ",-0.135403333333334,6.705565,-1.72802079675313,0.114747993312331,0.200813296300533,-6.34283440269001
" GTF3C3 ",0.121333333333334,10.4897333333333,1.72795457890252,0.114760239136561,0.200819648138435,-6.34293108077676
" AHDC1 ",-0.143639999999998,9.78712,-1.72788217807732,0.114773629750928,0.200828002147513,-6.34303678372632
" GNAL ",0.11762,5.46052666666667,1.72782345904949,0.114784490943277,0.200831929315739,-6.34312250992683
" FAM73B ",-0.150173333333331,6.34200333333333,-1.72749211558153,0.114845796663196,0.200918008569346,-6.34360622178824
" KRTDAP ",-0.214586666666666,6.31887333333333,-1.72746437773433,0.114850930114103,0.200918008569346,-6.34364671262683
" ACSF3 ",0.142713333333335,7.07879666666667,1.72728579253662,0.114883985913814,0.20095344109809,-6.34390739730808
" MIR134 ",-0.14314,6.51877333333333,-1.72726179495122,0.114888428482089,0.20095344109809,-6.34394242599697
" RN7SL313P ",0.193256666666668,6.854425,1.72714953569475,0.114909212619824,0.200970660572534,-6.34410628460869
" RAB34 ",0.117333333333336,10.4607333333333,1.72711547915449,0.114915518661783,0.200970660572534,-6.34415599391788
" GSTA5 ",0.138400000000004,10.3147666666667,1.72697839173402,0.114940905481533,0.200999976294875,-6.34435608291809
" LRRC28 ",-0.142353333333332,7.58054,-1.72661193097966,0.115008794279134,0.201103606291828,-6.34489091686889
" PLLP ",0.177900000000001,10.28535,1.72586010484451,0.115148188010949,0.201332244408941,-6.34598798377661
" CCDC124 ",-0.144170000000001,6.49826833333333,-1.72557441805877,0.115201196499702,0.201399130562574,-6.34640479123152
" PPM1K ",0.151026666666667,8.85570666666667,1.7255607960977,0.115203724574602,0.201399130562574,-6.34642466428721
" RNU6-679P ",-0.121806666666666,9.56139666666667,-1.72535504553067,0.115241915571496,0.201450785736507,-6.34672482314628
" CCDC117 ",-0.22173,6.706255,-1.72524701609632,0.115261972372994,0.201464968363715,-6.34688241397047
" XXYLT1 ",-0.117813333333332,3.86704666666667,-1.72521823284904,0.115267316820275,0.201464968363715,-6.34692440140357
" STX2 ",-0.161723333333334,7.54907833333333,-1.72480421125959,0.115344216862004,0.201584257828638,-6.34752831172696
" URM1 ",0.116166666666668,11.89795,1.72467513950418,0.115368200065745,0.201611054879831,-6.34771656554393
" RN7SL16P ",0.12452666666667,9.93039666666667,1.72448412236419,0.115403701828731,0.20164984575448,-6.34799515402935
" APLF ",-0.124499999999999,7.10401,-1.72446260694983,0.115407701227915,0.20164984575448,-6.34802653208974
" CNP ",-0.15677,6.63373833333333,-1.72441429910967,0.115416681403357,0.201650419300452,-6.34809698342926
" MAP7D1 ",-0.181486666666668,7.69944666666667,-1.72432069448894,0.115434083818728,0.201665706585944,-6.34823349179771
" LOXL1 ",-0.154866666666669,7.05781666666667,-1.72415041970213,0.115465746401513,0.201705902516869,-6.34848180190301
" C6orf203 ",-0.120366666666664,10.60515,-1.72369322694716,0.115550800348017,0.201839354246514,-6.34914845625418
" MPLKIP ",-0.13164,5.75035666666667,-1.72337409123408,0.115610204510901,0.201927985351886,-6.34961374652203
" SBF1 ",0.243656666666667,5.984795,1.72329608769465,0.115624728362053,0.201938219852706,-6.3497274662578
" SLC6A7 ",-0.163036666666668,7.76569833333333,-1.72316600192475,0.115648953334635,0.201965394527974,-6.34991710940694
" PNP ",-0.142233333333332,10.8831166666667,-1.72296397407185,0.115686584712443,0.202015975866705,-6.3502116166649
" LOC100130872 ",-0.134096666666667,7.32127833333333,-1.72273826616388,0.115728640071417,0.202074274359044,-6.35054062158932
" LOC729173 ",-0.191203333333332,8.52354833333333,-1.72261021832898,0.115752504938954,0.202100804001213,-6.35072726117595
" WIPI2 ",-0.151549999999999,4.434475,-1.72248134128951,0.115776528857075,0.202127607346206,-6.35091510182032
" GHR ",0.150733333333335,10.4381666666667,1.72234826162227,0.115801340932144,0.202136704574779,-6.35110905989863
" LINC01140 ",-0.122766666666667,11.9742833333333,-1.7223327681739,0.115804229925843,0.202136704574779,-6.35113164042853
" CDCA8 ",-0.153656666666667,7.91739833333333,-1.72231384775163,0.115807758020638,0.202136704574779,-6.35115921536491
" CMKLR1 ",-0.141746666666665,6.56214666666667,-1.72226584910258,0.115816708775444,0.202137189713139,-6.35122916865524
" RN7SL40P ",-0.126499999999998,10.82785,-1.72178627630693,0.115906173642348,0.202278187127085,-6.35192804075324
" FBXO44 ",0.167413333333335,6.92328666666667,1.72149162260964,0.115961172719801,0.2023481594659,-6.35235738164121
" COL4A3BP ",-0.202786666666666,7.66094333333333,-1.7214784513073,0.115963631783843,0.2023481594659,-6.35237657266178
" TRIM74 ",-0.139600000000002,12.5627,-1.72138489462995,0.115981100048103,0.202363489955169,-6.35251288553065
" RPS24 ",-0.147289999999999,4.55066166666667,-1.72106190410298,0.116041424978825,0.202453588740286,-6.35298345464837
" SCN3A ",-0.1332,10.01431,-1.72096553627163,0.116059429106846,0.202469843876741,-6.35312384494526
" ZNF48 ",0.116366666666671,12.5722166666667,1.72075939097129,0.116097951153775,0.202521888147672,-6.35342414664217
